review,sentiment
"This movie had it all,action,comedy,heroics,and best of all some of the finest actors.Gunga Din will remain a classic to be enjoyed by all who like good movies.Excellent picture,i have it in my collection.",positive
"I haven't read a biography of Lincoln, so maybe this was an accurate portrayal......<br /><br />And maybe it's because I'm used to the equally alienating and unrealistic worshiping portrayals that unnaturally deify Lincoln as brilliant, honorable, and the savior of our country......<br /><br />But why would they make a movie representing Lincoln as a buffoon? While Henry Fonda made an excellent Lincoln, his portrayal of him as an ""aw shucks, I'm just a simple guy"" seemed a little insulting.<br /><br />[Granted, that was Bushie Jr.'s whole campaign, to make us think he was ""just a regular guy"" so we wouldn't care that he's a rich & privileged moron -- but that's a whole other story.]<br /><br />Not only did the film show Lincoln as sort of a simple (almost simple-minded) kind of guy , the film states that Lincoln just sort of got into law by accident, and that he wasn't even that interested in the law - only with the falsely simplistic idea of the law being about rights & wrongs. In the film he's not a very good defense attorney (he lounges around with his feet on the table and makes fun of the witnesses), and the outcome is mostly determined by chance/luck.<br /><br />Furthermore, partly because this was financed by Republicans (in reaction to some play sponsored by Democrats that had come out) and partly because it was just the sentiment of the times, the film is unfortunately religious, racist and conservative.<br /><br />Don't waste your time on this film!",negative
"This movie was by far the worst movie I've ever had to endure. I couldn't believe that they tried to pass it off as a serious movie, it was so bad I couldn't even laugh at it's pathetic attempt to entertain me. If you want cheesy horror that you can laugh at, rent Dr. Giggles instead.",negative
"Every time I watch this show I just want to turn it off and curse the makers for wasting my time week after week. The dialogs, or monologues rather, as everybody just rants on endlessly about nothing, are just becoming so tedious. For example, the episode I watched yesterday began with a seemingly unending rambling about how a particular dish (I forgot what it was, pasta with meatballs perhaps) always manages to turn the Gilmore family dinner into all-out war. And these were just the few seconds or so.<br /><br />So it seems every time, lots of lines, with absolutely zero content. The scripts they use must be enormous.<br /><br />But then every once in a while something happens. The babbling stops and suddenly there are these wonderful silent, emotional moments. For example, this week it was Lorelai's breakdown at the estate agent's. I just thought it was the best piece of TV I have seen for a long while.<br /><br />Almost makes everything worthwhile.",positive
"Growing up with the Beast Wars transformers, I wasn't very familiar with the original Transformers, and now that I have seen the awesome movie, and now that I have seen the older cartoon on which it's based, I have to say I like the original cartoon and the live action movie more than Beast Wars.<br /><br />Not that I don't like the BW characters, I just think that characters like Optimus Prime are better than Optimus Primal.<br /><br />I mean, ""AUTOBOTS TRANSFORM AND ROLL OUT!"" sounds a lot better than ""MAXIMALS MAXIMIZE!"" The voice of the original Optimus Prime still makes me a strong believer that he's a real commander, more so than Optimus Primal.<br /><br />Besides, Powermaster Optimus Prime is a lot more powerful than Optimal Optimus. Just look on the web! <br /><br />Megatron in the BW character seemed more like a humorous version of the more evil version of him in the original series.<br /><br />Besides what's cooler, robots changing into animals or robots changing into vehicles and spaceships? Gimme the original Transformers any day over Beast Wars!",negative
"""9/11,"" hosted by Robert DeNiro, presents footage from outside and inside the Twin Towers in New York, on September 11, 2001.<br /><br />Never too grisly and gory, yet powerful and moving. ""9/11"" is a real treat. Anyone not moved by this television show is immune to anything.<br /><br />5/5 stars --<br /><br />",positive
"I just saw this film last night, and I have to say that I loved every minute. If taken in the spirit of a parody of Bond-esquire films, it's truly superior. The true comedy of the film is in its blatant disregard for political correctness. The misogyny, cultural insensitivity, and almost laughable macho-ism of the films of this genre are used for major comic effect. It also calls the illogic and formulaic elements to task, with Agent OSS 117 constantly learning difficult things insanely quick (such as Arabic and how to play a traditional instrument) while missing some pathetically obvious clues. Some of the lines from the film left me laughing for hours after the movie was finished...and I have to say I have learned some...interesting...French vocabulary that would probably have my Professors quite exasperated with me were I to use. All in all, I thought this film excellent. Intensely funny and the first film I've ever seen that truly parodies all aspects of the spy film.",positive
"This is the last time I rent a video without checking in at the IMDB reviews. The Limey is directed by Steven Soderbergh who also wrote wrote the truly awful Nightwatch with Ewan Macgregor and directed such trash as Out of Sight with the anti-talented Jennifer Lopez. Terence Stamp is a fine actor and it is a shame he involved himself in such a bad film. There is frequent confusing editing that seems like it was a last minute decision in order to make up for the lack or story, filming and just plain common sense. This film does everything wrong. What were they thinking?",negative
"I can't believe that anyone would green light this let alone voluntarily star in it. I will never be able to get that 90 mins of my life back.<br /><br />This has to be one of the worst films I have ever seen. Some films are so bad they're good. This has gone so far round again that's somehow it's so bad it's terrible. I was not exactly expecting much, it being a low budget, bandwagon jumping, rehash of a B Movie, but it still came in way under my expectation levels. Even TV movies have higher production values.<br /><br />There were (very) poor special effects, shocking dialogue, terrible acting and a completely unexplained plot. Who cursed her and why, why did the 6 inch snakes turn into 15 foot snakes, has anyone ever heard of highly venomous garter snakes or pythons? 100 passengers? 3,000 snakes? So many promises, none delivered. <br /><br />Some comments would have you believe that this film is worth watching for the last five minutes. It's not even worth a rental. Stay in and watch a low budget TV movie, you'll enjoy it a lot more. <br /><br />Why was this made? Oh yes, to shamelessly cash in on the internet phenomenon that is SOAP. Shame on you Mallachi Brothers, shame on you",negative
"I see that C. Thomas Howell has appeared in many movies since his heyday in the 80s as an accomplished young actor.<br /><br />I bought this DVD because it was cheap and in part for the internet-related plot and to see how much older C. Thomas Howell is; I do not recall seeing him in any movies since the 1980s.<br /><br />In just a few words: what a very big disappointment. I give some low budget movies a chance, but this one started out lame. Within the first 15 minutes of the movie, this elusive woman is chatting with an Asian guy in a chatroom. They basically stimulate themselves to their own chat, she then insists on meeting the participant in person. She meets him, has sex, ties him up and then murders him in cold blood. The plot then deteriorates further.<br /><br />The plot is thin and flimsy and the acting is very stiff. Do not bother renting it much less purchasing it, even if it is in the $1 DVD bin. I plan to take my copy of the DVD to Goodwill. I am truly amazed that any of the prior reviewers here gave this movie a bad rating.",negative
"It was a Sunday night and I was waiting for the advertised movie on TV. They said it was a comedy! The movie started, 10 minutes passed, after that 30 minutes and I didn't laugh not even once. The fact is that the movie ended and I didn't get even on echance to laugh. PLEASE, someone tickle me, I lost 90 minutes for nothing.",negative
"Okay, it was very good...but Best Picture? Please, not even close. Munich was better, Capote was much better, Good Night and Good Luck was much better...Brokeback Mountain - well, that should have won! The Academy voters seem to act like the current day Democrats - please just a little of everyone, but don't dare take any concrete positions. That's why we have a complete moron in office in the US.<br /><br />This has been the WORST AA presentation ... and forget 1987 ... since way before that. Hollywood is so afraid of it's bottom line, that it can't be set ""straight"". Many voters apparently didn't even see Brokeback Mountain. Get real and get with it.<br /><br />This was the most pathetic year since I have been watching in the mid- 60's and I was only two.<br /><br />Wake up, whoever you are. Hollywood IS mainstream, and that's what happened to the Box Office in 2005. King Kong, the last Star Wars film, another Batman film, a re-make or whatever of Charlie and The Chocolate Factory, and much more to come in 2006.<br /><br />At least there were original best pictures, i.e. Munich, but heard that one before, Capote - great; Katherine Keener should have won, even though now we know Reese can sing like a Cash/Carter, etc., Syriana was a much better picture than Crash. That film has been done, since the early 1960's and we have to make that the best film? What a horrible Oscar night and a horrible year to end with in 2005 and another boring year in 2006. At least the BAFTA for best picture went to Brokeback, and what about the horrible song that won? Pathetic. I think we only have about 20 years left as America or the USA, before someone comes in and changes up things a bit. Maybe it will be China since they own so much of this country ... or India, because they have all the high-tech jobs and are the largest democratic country in the entire world.<br /><br />America has become the land of the fat, the pathetic, and the stupid. Trash can be found in more places than Florida, West Virgina, South Dakota, and in the mid-West.<br /><br />Drive-through a local McDonald's or Burger King for goodness sake. Order all you want until you get a heart attack. Put yourself out of your misery.",negative
"Twenty five years ago, I showed this film in some children's classes in Entomology and can still remember the excitement of the kids; they were spellbound! It is not just about the termites who have built and live in the ""Castles of Clay,"" but also about the other animals who use the mounds. There is a fantastic scene in which a cobra fights a monitor lizard while a colony of mongooses watch. It is a not only good for entomology classes, but also for teaching about ecology since there is so much about the interactions between the termites and other organisms and the whole ecology of all of the organisms that live in and around the mounds. <br /><br />I wish it was available on DVD, so that I could watch it again and show others.",positive
"There is nothing unique in either the TV Series nor the Movie. Which is a prequel to the TV Show, that isn't found everywhere else in life and entertainment. Both before David Lynches disgusting style of story telling, and after. <br /><br />From the Moment the body of a poor misguided girl washed up on the beach. And being introduced to some of the most mind numbing shady immoral character of the Twin Peaks.<br /><br />To the Mind numbing almost pedophilia disgusting way the movie seems to romantically tell of the destruction of a Human Life through some random psychedelic phenomena in the Movie Twin Peak:Fire Come Walk with me. <br /><br />I watched it all just to make sure I wasn't missing anything. I didn't. It's is simply one mans obvious sexual fetish extended over long series fallowed by a ridiculous overly pornographic movie. Save your self the agony the suspense and watch anything else that at least has the ability to tell a story, rather then seduce you into some kind mental porn movie.<br /><br />I have heard a lot of reviews, rants and raves about how great David Lynch. Because of his ability to define misery and and tragedy and making it into some kind of a wonderful thing. This is not life imitating art, as much as it is some sick twisted version of art doing its best to inspire complete mindless life.<br /><br />Do yourself a favor and avoid this garbage.",negative
"The movie actually has a fairly good story, but gets bogged down in several key places. It's almost as if the director threw the movie together without taking the time to make some essential cuts in the film. Dennis Quaid does a fairly decent job in his role... but something is clearly missing from several key scenes.<br /><br />This 2.5 hour movie could have been reduced to about a 2 hour movie. And probably would have been a much better film had it not had the feel as if it was thrown together.<br /><br />",positive
"Fascinating downer about a would-be male hustler in New York City forced to live in a condemned building with a crippled con-man. Extremely bleak examination of modern-day moral and social decline, extremely well-directed by John Schlesinger (who never topped his work here) and superbly acted by Jon Voight and Dustin Hoffman. Packs quite a punch overall, yet the ""fantasy"" scenes--some of which are played for a chuckle--are mildly intrusive, as is the ""mod"" drug party. The relationship that develops between the two men is sentimental, yet the filmmakers are careful not to get mushy, and this gives the picture an edge it might not have had with a lesser director than Schlesinger. Originally X-rated in 1969, and the winner of the Best Picture Oscar; screenwriter Waldo Salt (who adapted James Leo Herilhy's book) and Schlesinger also won statues. ***1/2 from ****",positive
"While this movie did have a few scary moments (great use of music and film angles to build suspense), it's obvious director Ethan Wiley and scriptwriter Ellary Eddy didn't waste any time researching their subject matter; which also makes me question their claim that the exorcism scenes were overseen by a genuine Catholic bishop.<br /><br />Amongst the many inconsistencies: <br /><br />* Jacob the Roman Catholic priest, when we first meet him outside the church, is wearing an academic robe over his clericals rather than the typical alb, chasuble or surplice. Academic robes are commonly worn by Protestant ministers in liturgical denominations, not Roman Catholic priests. <br /><br />* Jacob the priest quotes some obscure and disturbing scripture about the angels taking up weapons. He attributes it to St. Paul. This verse is not from St. Paul's writings, neither is it in the Bible. I can't even find it in the Gnostic scriptures. <br /><br />* Jacob tells his bishop he doesn't believe in demon possession and turns down the request to study exorcism but does a complete 180 (later that same day?) within minutes of talking to possessed Isabelle. Sure, it's possible; but a little unrealistic. See Father Damien as a priest/psychologist in the original THE EXORCIST for a bit more realistic portrayal of a skeptic-turned-believer. <br /><br />* Miguel, the former priest turned farmhand, is the first to try an exorcism on Isabelle. He quotes scripture, and she quotes back. He says ""I see you know Psalm 65"" - she corrects him ""that's Psalm 67"" - they're both wrong. <br /><br />* Miguel, the former priest who just got done performing an exorcism - making the sign of the cross, calling on the name of Christ, applying holy water, etc. - tells Jacob he doesn't believe in church and he doesn't believe in God. (Maybe he's just conflicted?) Jacob enlists him to put on home-made vestments and have another go at it anyway. <br /><br />* Miguel, the former ROMAN CATHOLIC priest, crosses himself backwards (or Eastern Orthodox-style). As an Hispanic Roman Catholic who USED to be a priest, he should've crossed himself forehead to sternum, left-side to right side of chest.<br /><br />I had to read into the little side stories to get the notion Satan was messing with the whole family, not just Isabelle; but even in the end it was hard to say for sure if anyone was really guilty of the images in their heads or if it was all demonic trickery (except for the sheriff - it's pretty clear he was guilty).<br /><br />On the positive side: Isabelle was CREEPY - in my opinion she was the best part of the whole movie and I liked the plot twist with Claire.<br /><br />I'm just not sure if the movie was meant to be serious or a spoof.<br /><br />Listening to the running commentary with Cameron Daddo and Ethan Wiley, I'm inclined to believe it was a joke.",negative
"I have never seen a movie that annoyed me that much. It is a movie about stupid people that are doing stupid and terrible things. This is not a funny movie. I must say that the plot line is awful. I did not had patience to watch it so that i only saw half of it, but it was enough for me. The characters are not very inspired. Just terribly annoying. This movie is all about a goofy guy trying to hook up with his tyrannous boss's daughter. When he finally manages to talk to her, she asks him to go at that night at her home to watch her father's owl, and he thinks she had invited him to go with her at a party and to be at her home at 6 pm. He gets to be very disappointed finding out that he only has to take care of the owl and that she has a boyfriend. After her father leaves home leaving precise orders, about taking care of the house and his beloved bird, appears a secretary, a renegaded son and all sort of NOT funny stuff happens in the house. But he finally hooks up with his boss's daughter. TRUST ME THIS MOVIE IS TERRIBLE!!!!!!!!!!!!",negative
"well, i hated knocked up, i despised 40-year-old virgin, and this little gem is a worthless piece of trash movie. do yourself a favor, and skip it. i admit, i don't like the actors in this movie, and after my 18-year-old son showed me the cover of the DVD, i was like, ""i wouldn't like that movie,"" but at his insistence, i decided to give it a try, unfortunately. <br /><br />about two minutes into the movie i turned it off, i was so offended. it's just disgusting. any decent person would be offended by the filth in this movie. call me old fashioned, but shoving your pussy juice-covered hand into your friend's face so he will know you ""got some"" is over the line of decency, in my opinion. yeah, that's how this putrid little film starts, and i can only imagine it gets much worse from there. another real winner for Mr. Rudd. i bet he's proud as punch. imagine if you could only get worthless roles like he gets, would you stay in movies? despite the pay, i wouldn't. <br /><br />i should have known better; next time i will.",negative
"ok we have a film that some are calling one of the best movies ever..but i'm sitting here thinking hell the f!, the storys sux{ which there is no story], the diolouge is quite plain, artisticly nothing great!, and the acting is nothing real out standing, so if you want to pretend to be arty say you like it, but if you have a real view say you don't like it or if you did explain why!",negative
"I found the pace to be glacial and the original story blown way out of proportion to the content. My wife slept through most of it and I did not try to wake her because I felt she was not missing anything.<br /><br />When Holmes and Watson enter the house and then are potentially caught, it is unclear how they could hide all of their entry and burglary tools so quickly. It is also unclear how the door to the study is locked, preventing the servants from getting in.<br /><br />The thing that puzzled me was right at the end when there was a glint in the eye of the broken statute. I have no clue what this was supposed to represent.",negative
"It was very refreshing to watch this beautiful movie. The director maintained focus on the main subject without venturing into side plots (the doctor's family or stories of the other hospital patients), that are so typical of Bollywood assembly-line products. He kept the narrative simple to comprehend and made sure all the actors are true to the characters that they are supposed to portray. The rustic ways of the grandfather in the clinic, the cold and unemotional behavior of the surgeon, the zeal of the social worker gave the movie a feel of genuineness. I am also glad that the director did not fall for the temptation of adding songs or special effects and reduce it to the level of Anand or Safar. A couple of scenes toward the end of the movie, such as the boy visiting other blind children and a blind worker's workplace and also the final scene where the boy claps at the sound of splashing and birds chirping are sure make your eyes misty.<br /><br />Many Bollywood players do not realize that Oscar committee members value simplicity of the subject and genuineness and brevity of the movie more than the glitz and glamor. Shwaas is certainly a better nomination than Lagaan, which dealt with a subject that has already been beaten to death. No MPAA member is willingly going to suffer through 4 hours of jingoistic drama and a lot of song and dance.<br /><br />I look forward to more movies from director Sandeep Sawant in the future.",positive
"I was prepared for a bad movie, and a bad movie it is, so I guess I shouldn't complain. Twentysomething Tom (gay poster boy Robert Stadlober) has so many issues he doesn't know if he's coming or going. I wouldn't have stayed but for the pretty girls: Serious Mavie (Anna Brüggemann); no-nonsense Angie (Emma Daubas); Sarah Baumann as the star of the movie within the movie. And then there's Tom's soul mate, wild-eyed Margarete (Jana Pallaske). She reminds me of Béatrice Dalle and Gina Gershon. If you've got to remember, these are fine memories. She looks good even in the most ridiculous outfits, and I mean ridiculous, even by Berlin standards. I wonder whether I'd have liked this movie when I was the characters' age. My guess is I wouldn't. Watch out for indie idols Oli Schulz and Max Schröder of ""Der Hund Marie"" performing as street musicians, feeling no pain.",negative
"Co-directed by and starring Rutger Hauer, this film short was based on a short story by Dutch writer Harry Murlisch.<br /><br />In the 10 minutes of the film's length you will get to see a life-time as 'Harry' unravels his long-time fascination with a room he passes constantly in his youth. Returning to the city many years later he finds he has rented the same room.<br /><br />Using black and white film the textures are accentuated in this delicate telling of a tale. The voice of 'Harry' drawing you into his world.<br /><br />A subtle, tight performance from Rutger Hauer and 2 non-speaking characters. Wonderful soundtrack by Dutch musician Dyzack.<br /><br />At the moment difficult to see this movie as it is only available on DVD region 2 ""L'infidele"" (Liv Ullman) as a bonus track. But is due to be on the re-released DVD of ""The Hitcher"" - another tight, but very different performance from Hauer!<br /><br />See this film if you can!",positive
"After watching about half of this movie I noticed something peculiar ... I found myself constantly switching through tv-channels to see what else is on - not exactly a good movie trait.<br /><br />This movie is listed as being in a number of genres, and I must say it mostly failed misserably in every one of them. 80% through the movie I switched over to watch an old rerun instead. Bottom line - the whole movie felt as if the ones making it didn't exactly know what to make and ended up in a concoction with no discernable taste.",negative
"Excellent performance. There still are good actors around! Also great directing and photography. Very true to Shakespear, and a 'must' for all Shakespear fans. Macbeth (Jason Connery) moved me to tears with his final monolog (out brief candle, out)He gave the sphere of moral decay and dark forces a human face, which makes it the more interesting. Helen Baxendale is a very credible lady Macbeth who can be very cheerfull at times and sometimes she just looks like a naughty girl, but deadly in her taste for blood and evil. If you love death and decay, and Shakespears lyrics... this is the one.",positive
"I tend to get furious when hearing about Lucio Fulci's reputation as a director. Too often he's categorized as a no-talented filmmaker, only out to shock and disgust entire audiences with images of pure gore. True, his films contain more explicit filth and sickness as your average mainstream American production, but his films always are of wide range and the plots are gruesomely morbid. Don't Torture a Duckling is yet another story! This film is a pure gem of the Italian shock cinema! I easily dare to call this film a masterpieceit's an old-fashioned giallo that includes all brilliant aspects of genuine horror. The film shows the search for a inhuman serial murderer in a small Italian mountain-town. The bodies of 3 young boys are found, horribly mutilated. There are quite a lot of pseudo-madmen in the town but every trail leads to nowhere. Among the suspects are a greedy bum and a scary woman, obsessed by witchery and voodoo. Like a true mastermind, Fulci knows to find the right creepy tone for his film. He portrays the small town as a claustrophobic and inescapable setting of macabre happenings, supported by a giddy soundtrack. Fulci also develops himself as a genius storyteller here. The script always is one step ahead of you and the complex plot will mislead you more than once. In other words, this is a unique giallo (horror slash murder mystery). The gore isn't presented as grotesque and explicit as in Lucio's later milestones (among them are the legendary Zombie 2, The Beyond and the New York Ripper), although there still are a few nauseating and hard-to-watch shock-sequences shown. <br /><br />Don't torture a Duckling is the most compelling and effective achievement Lucio Fulci ever brought forward and it easily ranks among the greatest Italian horror movies ever made. Right next to the masterpieces made by Mario Bava and Dario Argento. The film is fascinating from start to finish, some plot aspects are alarmingly realistic and the tension is adrenalin-rushing at all times! A must see for horror fans and an absolute priority for Italian shock-lovers!",positive
"It is a shame that a movie with such a good cinematography as this one had no plot to be supported by the work of Sarah Cawley (cinematography) and Adam Lichtenstein (Film Editing), and above all, no sense of what goes on in Mexico City. The movie tries to be a very realistic depiction of life in city, but it is unable to do it. It is a shame, a lot of film wasted. An American woman tries to find her brother who has been kidnaped. The first account of the story is powerful and interesting, very realistic, but it seems that there was no effort to come with a better narrative of the ordeal, especially when it comes to the issue of the attitudes of the US embassy personnel in Mexico City, when dealing with an issue like this one. Compare, as an example, with Frantic(1988), which deals with a similar issue. Something similar can be said of the role of local authorities. Compare, as an example, with Todo el Poder (1999). The movie is worth watching if you want to get a sense of the looks of the City itself, paying little or no attention to the rather weak ""plot"" and the many twists that require a rather extensive suspension of disbelief. Who is going to believe that a Mexican patrol from Mexico City is going to go all the way to catch the main characters to the Mexico-US border? And that this policeman is going to be able to use its radio from the border to Mexico City! Only the producers of this movie. It is worth mentioning that unlike Frida and other movies about Mexico at least in these one Mexicans talk Spanish.",negative
"Attack Force has a horrendous title, and can almost certainly be judged by it's awful cover, because the film is horrible! A mish-mash of plot lines, a choppy mess, and a horribly stagnated pace, make the film hard to watch start to finish. I managed this and I'm proud. As a fan of Seagal's work (mostly of his old days), it's painful to see him star in such tripe. True Seagal's last half dozen movies or so, have sucked a lot, but some of them at least had some redeeming features. Attack Force is a mess. From conception to delivery this film has undergone many changes, from an alien plot line, to the current one about a highly addictive super drug, about to be unleashed on the Romanian (the film has several settings, none of which are Romanian, but all look like Romania because they are in Romania!) populace. The film is tacked together with little regard for whatever state the original shooting script was. Plot-holes and loose ends are abound in the film that's for sure. That's been a problem in Seagal's last few films as well, but never has the result been so boring. There's a whole plot line about the water supply being poisoned with CTX (that's the drugs cool name) that is never resolved! <br /><br />Of course in recent years the plot's haven't been the main draw in the Seagal canon so there was a big onus on the other departments, especially the action. Before I regard the action though, all the other departments are poor. The direction is poor, or perhaps better put, made to look poor. Who knows how director Michael Keusch originally intended this film? Between him finishing his job, the re-shoots by stunt man Tom Delmar, and the editing, a coherent auteur vision is completely lost. The best way to describe the film is that it's just all over the shop! The cinematography is dull, nearly inducing sleep, while the droning score (sounding like it was produced on the cheapest of cheap synthesizers) does nothing to excite matters. The cast too are poor, unable to salvage anything here. Seagal looks bored beyond recognition, and is dubbed through much of the picture, clearly when plot-points are being changed. He looks tired and overweight, and lethargic, unlike he's looked in previous pictures too (remarkable as the aforementioned have been key complaints in Seagal's recent pictures). The only redeemable cast member is Adam Croasdell as one of the villains, doing a slimy Brit routine. He seems to be a throwback to the alien plot line, because he's playing it inhuman. He seems like a cross between a body snatcher and a vampire (ditto to the lead villain played by some hot chick who appears on occasion, seemingly waiting for her husband Dracula).<br /><br />Finally the action. Well it's poor. Poorly conceived, poorly shot. There's not much either, and there's even less featuring Seagal. Stevo doesn't really bring out the stunt double here, because there's so little to do. There's even a lengthy (repetitive and boring) action scene on the hour mark that inter-cuts occasionally with little flashes of Seagal's stand in because clearly Seagal wasn't there while the scene was being shot, and they wanted to have him feature in the action scene. Seagal eventually appears in person to shoot two guys in the head. Seagal has a producers credit here and a script credit, but from what I understand the film has been altered behind his back to the current state it's in. Seagal will apparently not be working with these people again, or with Castel Studio's who continue to deliver horrifically sub-Nu-Image (that's saying something), material.<br /><br />Overall this is one to avoid if you are not a Seagal fan. Seagal fans can also be safe in the knowledge that the big man probably won't want to do anything this bad again. Unfortunately his next film which has already been shot, with the same people, promises to be even worse than this. *",negative
"This is one of the worst films I've seen for years. The storyline has potential that is never realized. The actors are a poor choice, but considering the screen writing, their talent isn't wasted. I really wanted everyone dead as quickly as possible so I could get out and watch something else. Unfortunately, I did stay to the end and had a laugh at the murmurs of people moaning about how crappy this is. There wasn't booing, after all, this is England, just gentle moans about how crap that was. Then, I look on IMDb and see 288 people have given it 10 out of 10. I really just cannot see how those people are able to give that score. They must be a PR company working with the distributor. There's a hilarious set problem towards the end of the film, when in the graveyard and the hick attacks, look out for the dodgy scenery that rocks when touched (supposed to be a brick wall) - the blood effects are waaaay OTT - the film feels like everyone is making a spoof horror except the Director.",negative
"I'll be honest-- the pimped out purple plane with Snoop Dogg at the helm is an amusing visual gag. It would have been a decent concept for a 30 second commercial, or maybe a 3 minute music video. But the producers have committed the age-old concept comedy sin of stretching 30 seconds of material into an hour and a half of film, and the results are predictably lame. The remainder of the 89 minutes are filled with the typical gamut of racist and sexist humor and fart jokes, offensive and-- worst of all-- painfully unfunny. The threadbare plot screams under the weight of its contrivances. Best to be avoided unless you are drunk or stoned.",negative
"I've already seen spin-offs of cartoons such as The Flintstones, Scooby Doo, Tom and Jerry and Looney Tunes and most of them are great.<br /><br />When I saw the All Grown Up pilot in 2001, I thought it was interesting to see how the Rugrats would look in their pre-teens/teens and it contained things that would usually happen during that time of life such as going to a concert, going to school and being grounded.<br /><br />The actual TV show is better because the Rugrats seem to wear different clothes in each episode and Angelica doesn't get punished as much as she did in the original Rugrats series. Tommy and Susie get punished in this series.<br /><br />I've also noticed references to Rugrats in this show and even flashbacks of how the Rugrats looked in the original series. They actually talk to the adults in this show because they're 10 years older.<br /><br />This show is aimed at a slightly older audience than the original Rugrats. Viewers of the original show may like this.",positive
"I agree with what so many others have said about the shallow and offensive nature of this film's examination of racism. It is baffling to me that so many people seem to have been fooled by its pretentiousness. I want to comment on the Matt Dillon character as an example of what's most infuriating about this movie. Here we have a man who -- contrasted with the film's underlying message that ""we're all a LITTLE racist"" -- effectively rapes a woman in public, cruelly humiliating her husband and deliberately goading him to make a move that, as he well knows, will lead to his arrest or even death. He does all this after pulling the couple over without any legal cause but because, as we come to understand, they are black and wealthy and he is a hurt little boy who is now the police and can therefore do as he pleases. This behavior is not a LITTLE racist. This behavior is evil. It is disturbing to me that this extreme of racism is held up next to another character's behavior -- spouting her paranoid stereotypes about gang violence -- to illustrate that everybody's a LITTLE racist. Later, we're spoon-fed some tripe about Dillon's poor old dad and how black folks drove him into the poor house. Is this supposed to explain, or worse, excuse this behavior? And is Dillon's character meant to redeem himself by committing the utterly unmotivated and unbelievable, laughably coincidental act of saving the woman he sexually assaulted the very night before? Please. The fact that so many people seem to feel some kind of self-congratulatory admiration for this film makes me feel sad about the shallowness of our understanding of racism, and our apparent lack of commitment to condemning and ending it.",negative
"""A Minute to Pray, A Second to Die"" is a quality spaghetti western with a solid cast and an interesting storyline. It is filmed beautifully, with a relatively high production value for a film in this genre.<br /><br />Alex Cord does a terrific job portraying Clay McCord, an outlaw who is suffering from increasingly debilitating seizures. He is seeking amnesty before his enemies close in on him, but is being too cocky for his own good when he asks for it. Robert Ryan delivers the best performance in the film as the governor of New Mexico. Mario Brega and Arthur Kennedy are also great here.<br /><br />This movie is very good, but it doesn't stand out to me as being one of the best spaghetti westerns out there. It's lacking too much in style to be in the same league as any of the great ones. It does have some cool spaghetti overtones, but overall it's a bit too much like an American western. This is especially evident in the music score, which is OK as movies go in general, but pretty dull by euro-western standards. The soundtrack kind of reminds me of the music from ""The Unforgiven."" Although there is an interesting story here, it is told in a manner which is a bit too conventional for my tastes. If a spaghetti western fan and a Hollywood western fan had to watch a movie together, this one would be the perfect compromise.<br /><br />All of this is not to say that anyone should avoid this film. I did enjoy watching it very much. As I said, it is a very well-done film and I recommend it to anyone who likes westerns, spaghetti or otherwise.",positive
"This is one of the funniest movies I have ever seen. If you know the Real World and the people from those shows, this movie will be top notch, if you have never seen the real world you will still think it is an extremely funny movie but you won't get some of the inside jokes about the actors and the tv show.",positive
"THE RUNNING MAN, along with TOTAL RECALL, is my favorite Schwarzenegger movie. No, this isn't 2001, but it's not meant to be. And the acting and script here isn't even up to par with other Arnie movies like PREDATOR or THE TERMINATOR. But I submit that the IDEA behind this movie is one of the coolest ever to hit the big screen. A state-sponsored game show in which criminals convicted of serious crimes compete against ""heroic"" stalkers armed with all kinds of weapons (the runners are equipped with none) in order to satisfy the public's lust for sport and blood. The ultimate prize for a winning runner: freedom. Or so the rules claim.<br /><br />For a movie with such over-the-top gory death scenes and cheesy one-liners, it really does have a lot to say. Someone else has pointed out all the commentary on culture/government presented in this movie, so I won't go into it here. Suffice it to say that if you can look beyond the seemingly silly feel of the movie, you will enjoy it very much (especially if you're a big SF fan with a lot of imagination). Like I said, it's not trying to be a serious art film, but it IS surprisingly layered for a 80s shoot-em-up flick. The premise is borrowed from a Richard Bachman (aka Stephen King) short novel, but diverges fairly strongly from its source material, especially towards the end. (The book ends rather nihilistically; needless to say this movie doesn't.) I enjoyed both, but I like the movie better.<br /><br />My favorite line: ""Guess it's caused from steroids.""",positive
"I saw Insomniac's Nightmare not to long ago for the first time and I have to say, I really found it to be quite good. If you are a fan of Dominic Monaghan you will love it. The hole movie takes place inside his mind -or does it? The acting from everyone else is a little rushed and shaky and some of the scenes could be cut down but it works out in the end. The extras on the DVD are just as great as the film, if not greater for those Dom fans. It has tons of candid moments from the set, outtakes and a great interview with the director. Anyone who has gone through making an independent film will love to watch Tess (the director), Dom and everyone else on the very small close personal set try to bang out this little trippy creepy film. It was pretty enjoyable and I'm glad to have it in my collection.",positive
